"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","STUDPERTEACHER","PRY","RT","A","2013",10.341,
"NOR","STUDPERTEACHER","PRY","RT","A","2014",10.29,
"NOR","STUDPERTEACHER","PRY","RT","A","2015",,"M"
"NOR","STUDPERTEACHER","PRY","RT","A","2016",,"M"
"NOR","STUDPERTEACHER","PRY","RT","A","2017",10.163,
"NOR","STUDPERTEACHER","TRY","RT","A","2013",10.067,
"NOR","STUDPERTEACHER","TRY","RT","A","2014",10.176,
"NOR","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"NOR","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"NOR","STUDPERTEACHER","TRY","RT","A","2017",8.974,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",11.406,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",11.127,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.617,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",11.952,
"NOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.32,
"NOR","STUDPERTEACHER","SRY","RT","A","2013",10.121,
"NOR","STUDPERTEACHER","SRY","RT","A","2014",10.064,
"NOR","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"NOR","STUDPERTEACHER","SRY","RT","A","2016",,"M"
"NOR","STUDPERTEACHER","SRY","RT","A","2017",9.786,
"POL","STUDPERTEACHER","PRY","RT","A","2013",11.093,
"POL","STUDPERTEACHER","PRY","RT","A","2014",10.989,
"POL","STUDPERTEACHER","PRY","RT","A","2015",11.091,
"POL","STUDPERTEACHER","PRY","RT","A","2016",11.357,
"POL","STUDPERTEACHER","PRY","RT","A","2017",10.741,
"POL","STUDPERTEACHER","TRY","RT","A","2013",15.134,
"POL","STUDPERTEACHER","TRY","RT","A","2014",15.241,
"POL","STUDPERTEACHER","TRY","RT","A","2015",14.897,
"POL","STUDPERTEACHER","TRY","RT","A","2016",14.587,
"POL","STUDPERTEACHER","TRY","RT","A","2017",14.28,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.44,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",16.364,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",15.104,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",14.084,
"POL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",14.524,
"POL","STUDPERTEACHER","SRY","RT","A","2013",10.48,
"POL","STUDPERTEACHER","SRY","RT","A","2014",10.643,
"POL","STUDPERTEACHER","SRY","RT","A","2015",9.983,
"POL","STUDPERTEACHER","SRY","RT","A","2016",9.887,
"POL","STUDPERTEACHER","SRY","RT","A","2017",9.771,
"PRT","STUDPERTEACHER","PRY","RT","A","2013",13.205,
"PRT","STUDPERTEACHER","PRY","RT","A","2014",13.959,
"PRT","STUDPERTEACHER","PRY","RT","A","2015",13.704,
"PRT","STUDPERTEACHER","PRY","RT","A","2016",13.121,
"PRT","STUDPERTEACHER","PRY","RT","A","2017",12.675,
"PRT","STUDPERTEACHER","TRY","RT","A","2013",14.016,
"PRT","STUDPERTEACHER","TRY","RT","A","2014",14.422,
"PRT","STUDPERTEACHER","TRY","RT","A","2015",13.927,
"PRT","STUDPERTEACHER","TRY","RT","A","2016",14.368,
"PRT","STUDPERTEACHER","TRY","RT","A","2017",14.211,
"PRT","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.587,
"PRT","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"PRT","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"PRT","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"PRT","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"PRT","STUDPERTEACHER","SRY","RT","A","2013",9.387,
"PRT","STUDPERTEACHER","SRY","RT","A","2014",9.504,
"PRT","STUDPERTEACHER","SRY","RT","A","2015",9.851,
"PRT","STUDPERTEACHER","SRY","RT","A","2016",9.699,
"PRT","STUDPERTEACHER","SRY","RT","A","2017",9.502,
"SVK","STUDPERTEACHER","PRY","RT","A","2013",16.94,
"SVK","STUDPERTEACHER","PRY","RT","A","2014",17.156,
"SVK","STUDPERTEACHER","PRY","RT","A","2015",17.156,
"SVK","STUDPERTEACHER","PRY","RT","A","2016",17.069,
"SVK","STUDPERTEACHER","PRY","RT","A","2017",17.399,
"SVK","STUDPERTEACHER","TRY","RT","A","2013",13.813,
"SVK","STUDPERTEACHER","TRY","RT","A","2014",13.707,
"SVK","STUDPERTEACHER","TRY","RT","A","2015",12.983,
"SVK","STUDPERTEACHER","TRY","RT","A","2016",12.398,
"SVK","STUDPERTEACHER","TRY","RT","A","2017",11.925,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.634,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",12.572,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.45,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.224,
"SVK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.981,
"SVK","STUDPERTEACHER","SRY","RT","A","2013",12.963,
"SVK","STUDPERTEACHER","SRY","RT","A","2014",12.917,
"SVK","STUDPERTEACHER","SRY","RT","A","2015",12.406,
"SVK","STUDPERTEACHER","SRY","RT","A","2016",12.819,
"SVK","STUDPERTEACHER","SRY","RT","A","2017",12.878,
"ESP","STUDPERTEACHER","PRY","RT","A","2013",13.756,
"ESP","STUDPERTEACHER","PRY","RT","A","2014",13.544,
"ESP","STUDPERTEACHER","PRY","RT","A","2015",13.655,
"ESP","STUDPERTEACHER","PRY","RT","A","2016",13.564,
"ESP","STUDPERTEACHER","PRY","RT","A","2017",13.646,
"ESP","STUDPERTEACHER","TRY","RT","A","2013",12.143,
"ESP","STUDPERTEACHER","TRY","RT","A","2014",12.876,
"ESP","STUDPERTEACHER","TRY","RT","A","2015",12.672,
"ESP","STUDPERTEACHER","TRY","RT","A","2016",12.206,
"ESP","STUDPERTEACHER","TRY","RT","A","2017",12.352,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.92,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",13.18,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",13.023,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.941,
"ESP","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.762,
"ESP","STUDPERTEACHER","SRY","RT","A","2013",11.303,
"ESP","STUDPERTEACHER","SRY","RT","A","2014",11.528,
"ESP","STUDPERTEACHER","SRY","RT","A","2015",11.499,
"ESP","STUDPERTEACHER","SRY","RT","A","2016",11.19,
"ESP","STUDPERTEACHER","SRY","RT","A","2017",11.187,
"SWE","STUDPERTEACHER","PRY","RT","A","2013",12.675,
"SWE","STUDPERTEACHER","PRY","RT","A","2014",12.739,
"SWE","STUDPERTEACHER","PRY","RT","A","2015",12.831,
"SWE","STUDPERTEACHER","PRY","RT","A","2016",13.055,
"SWE","STUDPERTEACHER","PRY","RT","A","2017",12.827,
"SWE","STUDPERTEACHER","TRY","RT","A","2013",11.024,
"SWE","STUDPERTEACHER","TRY","RT","A","2014",10.693,
"SWE","STUDPERTEACHER","TRY","RT","A","2015",10.43,
"SWE","STUDPERTEACHER","TRY","RT","A","2016",10.384,
"SWE","STUDPERTEACHER","TRY","RT","A","2017",10.27,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",6.048,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",5.492,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",6.105,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",6.025,
"SWE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",5.962,
"SWE","STUDPERTEACHER","SRY","RT","A","2013",12.429,
"SWE","STUDPERTEACHER","SRY","RT","A","2014",13.093,
"SWE","STUDPERTEACHER","SRY","RT","A","2015",13.409,
"SWE","STUDPERTEACHER","SRY","RT","A","2016",13.082,
"SWE","STUDPERTEACHER","SRY","RT","A","2017",12.984,
"CHE","STUDPERTEACHER","PRY","RT","A","2013",13.824,
"CHE","STUDPERTEACHER","PRY","RT","A","2014",13.796,
"CHE","STUDPERTEACHER","PRY","RT","A","2015",,"M"
"CHE","STUDPERTEACHER","PRY","RT","A","2016",,"M"
"CHE","STUDPERTEACHER","PRY","RT","A","2017",15.299,
"CHE","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"CHE","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"CHE","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"CHE","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"CHE","STUDPERTEACHER","TRY","RT","A","2017",,"M"
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",15.717,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",15.656,
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"CHE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"CHE","STUDPERTEACHER","SRY","RT","A","2013",,"M"
"CHE","STUDPERTEACHER","SRY","RT","A","2014",,"M"
"CHE","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"CHE","STUDPERTEACHER","SRY","RT","A","2016",,"M"
"CHE","STUDPERTEACHER","SRY","RT","A","2017",,"M"
"TUR","STUDPERTEACHER","PRY","RT","A","2013",19.833,
"TUR","STUDPERTEACHER","PRY","RT","A","2014",19.327,
"TUR","STUDPERTEACHER","PRY","RT","A","2015",18.405,
"TUR","STUDPERTEACHER","PRY","RT","A","2016",17.694,
"TUR","STUDPERTEACHER","PRY","RT","A","2017",16.978,
"TUR","STUDPERTEACHER","TRY","RT","A","2013",21.693,
"TUR","STUDPERTEACHER","TRY","RT","A","2014",20.294,
"TUR","STUDPERTEACHER","TRY","RT","A","2015",21.892,
"TUR","STUDPERTEACHER","TRY","RT","A","2016",23.125,
"TUR","STUDPERTEACHER","TRY","RT","A","2017",25.647,
"TUR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"TUR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"TUR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"TUR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"TUR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"TUR","STUDPERTEACHER","SRY","RT","A","2013",17.498,
"TUR","STUDPERTEACHER","SRY","RT","A","2014",16.611,
"TUR","STUDPERTEACHER","SRY","RT","A","2015",15.448,
"TUR","STUDPERTEACHER","SRY","RT","A","2016",13.889,
"TUR","STUDPERTEACHER","SRY","RT","A","2017",14.679,
"GBR","STUDPERTEACHER","PRY","RT","A","2013",20.673,
"GBR","STUDPERTEACHER","PRY","RT","A","2014",19.622,
"GBR","STUDPERTEACHER","PRY","RT","A","2015",18.358,
"GBR","STUDPERTEACHER","PRY","RT","A","2016",16.946,
"GBR","STUDPERTEACHER","PRY","RT","A","2017",16.895,
"GBR","STUDPERTEACHER","TRY","RT","A","2013",17.975,
"GBR","STUDPERTEACHER","TRY","RT","A","2014",16.739,
"GBR","STUDPERTEACHER","TRY","RT","A","2015",15.887,
"GBR","STUDPERTEACHER","TRY","RT","A","2016",15.84,
"GBR","STUDPERTEACHER","TRY","RT","A","2017",15.83,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",17.585,
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"GBR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",22.999,
"GBR","STUDPERTEACHER","SRY","RT","A","2013",18.499,
"GBR","STUDPERTEACHER","SRY","RT","A","2014",15.771,
"GBR","STUDPERTEACHER","SRY","RT","A","2015",16.281,
"GBR","STUDPERTEACHER","SRY","RT","A","2016",15.779,
"GBR","STUDPERTEACHER","SRY","RT","A","2017",16.35,
"USA","STUDPERTEACHER","PRY","RT","A","2013",15.347,
"USA","STUDPERTEACHER","PRY","RT","A","2014",15.435,
"USA","STUDPERTEACHER","PRY","RT","A","2015",15.354,
"USA","STUDPERTEACHER","PRY","RT","A","2016",15.216,
"USA","STUDPERTEACHER","PRY","RT","A","2017",15.182,
"USA","STUDPERTEACHER","TRY","RT","A","2013",15.159,
"USA","STUDPERTEACHER","TRY","RT","A","2014",14.633,
"USA","STUDPERTEACHER","TRY","RT","A","2015",14.476,
"USA","STUDPERTEACHER","TRY","RT","A","2016",14.161,
"USA","STUDPERTEACHER","TRY","RT","A","2017",13.902,
"USA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"USA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"USA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"USA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"USA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"USA","STUDPERTEACHER","SRY","RT","A","2013",15.365,
"USA","STUDPERTEACHER","SRY","RT","A","2014",15.457,
"USA","STUDPERTEACHER","SRY","RT","A","2015",15.375,
"USA","STUDPERTEACHER","SRY","RT","A","2016",15.387,
"USA","STUDPERTEACHER","SRY","RT","A","2017",15.35,
"ARG","STUDPERTEACHER","PRY","RT","A","2013",,"M"
"ARG","STUDPERTEACHER","PRY","RT","A","2014",,"M"
"ARG","STUDPERTEACHER","PRY","RT","A","2015",,"M"
"ARG","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"ARG","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"ARG","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"ARG","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"ARG","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"ARG","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"ARG","STUDPERTEACHER","SRY","RT","A","2013",,"M"
"ARG","STUDPERTEACHER","SRY","RT","A","2014",,"M"
"ARG","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"BRA","STUDPERTEACHER","PRY","RT","A","2013",21.227,
"BRA","STUDPERTEACHER","PRY","RT","A","2014",20.918,
"BRA","STUDPERTEACHER","PRY","RT","A","2015",24.791,
"BRA","STUDPERTEACHER","PRY","RT","A","2016",24.443,
"BRA","STUDPERTEACHER","PRY","RT","A","2017",24.259,
"BRA","STUDPERTEACHER","TRY","RT","A","2013",26.79,
"BRA","STUDPERTEACHER","TRY","RT","A","2014",24.558,
"BRA","STUDPERTEACHER","TRY","RT","A","2015",25.168,
"BRA","STUDPERTEACHER","TRY","RT","A","2016",25.098,
"BRA","STUDPERTEACHER","TRY","RT","A","2017",24.642,
"BRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",15.251,
"BRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",15.003,
"BRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",17.716,
"BRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",17.571,
"BRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",17.465,
"BRA","STUDPERTEACHER","SRY","RT","A","2013",17.263,
"BRA","STUDPERTEACHER","SRY","RT","A","2014",16.692,
"BRA","STUDPERTEACHER","SRY","RT","A","2015",24.402,
"BRA","STUDPERTEACHER","SRY","RT","A","2016",24.535,
"BRA","STUDPERTEACHER","SRY","RT","A","2017",24.648,
"CHL","STUDPERTEACHER","PRY","RT","A","2013",22.525,
"CHL","STUDPERTEACHER","PRY","RT","A","2014",21.318,
"CHL","STUDPERTEACHER","PRY","RT","A","2015",20.89,
"CHL","STUDPERTEACHER","PRY","RT","A","2016",20.291,
"CHL","STUDPERTEACHER","PRY","RT","A","2017",19.77,
"CHL","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"CHL","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"CHL","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"CHL","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"CHL","STUDPERTEACHER","TRY","RT","A","2017",,"M"
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",26.302,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",25.678,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",25.014,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",24.308,
"CHL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",23.269,
"CHL","STUDPERTEACHER","SRY","RT","A","2013",24.799,
"CHL","STUDPERTEACHER","SRY","RT","A","2014",23.514,
"CHL","STUDPERTEACHER","SRY","RT","A","2015",22.597,
"CHL","STUDPERTEACHER","SRY","RT","A","2016",21.742,
"CHL","STUDPERTEACHER","SRY","RT","A","2017",20.908,
"CHN","STUDPERTEACHER","PRY","RT","A","2013",16.853,
"CHN","STUDPERTEACHER","PRY","RT","A","2014",16.231,
"CHN","STUDPERTEACHER","PRY","RT","A","2015",16.294,
"CHN","STUDPERTEACHER","PRY","RT","A","2016",16.549,
"CHN","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"CHN","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"CHN","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"CHN","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"CHN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",22.266,
"CHN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",21.039,
"CHN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",19.931,
"CHN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",19.076,
"CHN","STUDPERTEACHER","SRY","RT","A","2013",15.142,
"CHN","STUDPERTEACHER","SRY","RT","A","2014",14.28,
"CHN","STUDPERTEACHER","SRY","RT","A","2015",13.815,
"CHN","STUDPERTEACHER","SRY","RT","A","2016",13.499,
"COL","STUDPERTEACHER","PRY","RT","A","2013",24.984,
"COL","STUDPERTEACHER","PRY","RT","A","2014",24.287,
"COL","STUDPERTEACHER","PRY","RT","A","2015",23.799,
"COL","STUDPERTEACHER","PRY","RT","A","2016",24.231,
"COL","STUDPERTEACHER","PRY","RT","A","2017",23.601,
"COL","STUDPERTEACHER","TRY","RT","A","2013",18.057,
"COL","STUDPERTEACHER","TRY","RT","A","2014",17.35,
"COL","STUDPERTEACHER","TRY","RT","A","2015",12.854,
"COL","STUDPERTEACHER","TRY","RT","A","2016",30.716,
"COL","STUDPERTEACHER","TRY","RT","A","2017",31.256,
"COL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",17.271,
"COL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"COL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"COL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"COL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"COL","STUDPERTEACHER","SRY","RT","A","2013",25.498,
"COL","STUDPERTEACHER","SRY","RT","A","2014",24.901,
"COL","STUDPERTEACHER","SRY","RT","A","2015",25.577,
"COL","STUDPERTEACHER","SRY","RT","A","2016",26.026,
"COL","STUDPERTEACHER","SRY","RT","A","2017",26.011,
"CRI","STUDPERTEACHER","PRY","RT","A","2013",13.342,
"CRI","STUDPERTEACHER","PRY","RT","A","2014",13.227,
"CRI","STUDPERTEACHER","PRY","RT","A","2015",12.676,
"CRI","STUDPERTEACHER","PRY","RT","A","2016",11.979,
"CRI","STUDPERTEACHER","PRY","RT","A","2017",11.643,
"CRI","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"CRI","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"CRI","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"CRI","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"CRI","STUDPERTEACHER","TRY","RT","A","2017",,"M"
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",12.441,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",12.745,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.434,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",11.475,
"CRI","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.342,
"CRI","STUDPERTEACHER","SRY","RT","A","2013",13.97,
"CRI","STUDPERTEACHER","SRY","RT","A","2014",14.359,
"CRI","STUDPERTEACHER","SRY","RT","A","2015",13.952,
"CRI","STUDPERTEACHER","SRY","RT","A","2016",12.732,
"CRI","STUDPERTEACHER","SRY","RT","A","2017",13.612,
"EST","STUDPERTEACHER","PRY","RT","A","2013",13.04,
"EST","STUDPERTEACHER","PRY","RT","A","2014",12.892,
"EST","STUDPERTEACHER","PRY","RT","A","2015",13.347,
"EST","STUDPERTEACHER","PRY","RT","A","2016",13.192,
"EST","STUDPERTEACHER","PRY","RT","A","2017",13.192,
"EST","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"EST","STUDPERTEACHER","TRY","RT","A","2014",15.062,
"EST","STUDPERTEACHER","TRY","RT","A","2015",14.007,
"EST","STUDPERTEACHER","TRY","RT","A","2016",13.906,
"EST","STUDPERTEACHER","TRY","RT","A","2017",13.688,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.92,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.78,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",8.581,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.47,
"EST","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",8.534,
"EST","STUDPERTEACHER","SRY","RT","A","2013",11.968,
"EST","STUDPERTEACHER","SRY","RT","A","2014",12.178,
"EST","STUDPERTEACHER","SRY","RT","A","2015",12.176,
"EST","STUDPERTEACHER","SRY","RT","A","2016",12.558,
"EST","STUDPERTEACHER","SRY","RT","A","2017",12.699,
"IND","STUDPERTEACHER","PRY","RT","A","2013",32.318,
"IND","STUDPERTEACHER","PRY","RT","A","2014",31.289,
"IND","STUDPERTEACHER","PRY","RT","A","2015",31.491,
"IND","STUDPERTEACHER","PRY","RT","A","2016",35.216,
"IND","STUDPERTEACHER","TRY","RT","A","2013",21.531,
"IND","STUDPERTEACHER","TRY","RT","A","2014",24.473,
"IND","STUDPERTEACHER","TRY","RT","A","2015",24.29,
"IND","STUDPERTEACHER","TRY","RT","A","2016",23.745,
"IND","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"IND","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"IND","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",20.102,
"IND","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"IND","STUDPERTEACHER","SRY","RT","A","2013",30.783,
"IND","STUDPERTEACHER","SRY","RT","A","2014",31.772,
"IND","STUDPERTEACHER","SRY","RT","A","2015",31.65,
"IND","STUDPERTEACHER","SRY","RT","A","2016",28.491,
"IDN","STUDPERTEACHER","PRY","RT","A","2013",16.094,
"IDN","STUDPERTEACHER","PRY","RT","A","2014",16.559,
"IDN","STUDPERTEACHER","PRY","RT","A","2015",,"M"
"IDN","STUDPERTEACHER","PRY","RT","A","2016",13.978,
"IDN","STUDPERTEACHER","TRY","RT","A","2013",27.044,
"IDN","STUDPERTEACHER","TRY","RT","A","2014",25.003,
"IDN","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"IDN","STUDPERTEACHER","TRY","RT","A","2016",22.169,
"IDN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",16.556,
"IDN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",13.585,
"IDN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"IDN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",17.816,
"IDN","STUDPERTEACHER","SRY","RT","A","2013",15.375,
"IDN","STUDPERTEACHER","SRY","RT","A","2014",15.473,
"IDN","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"IDN","STUDPERTEACHER","SRY","RT","A","2016",14.115,
"ISR","STUDPERTEACHER","PRY","RT","A","2013",15.268,
"ISR","STUDPERTEACHER","PRY","RT","A","2014",15.468,
"ISR","STUDPERTEACHER","PRY","RT","A","2015",15.434,
"ISR","STUDPERTEACHER","PRY","RT","A","2016",15.418,
"ISR","STUDPERTEACHER","PRY","RT","A","2017",15.172,
"ISR","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"ISR","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"ISR","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"ISR","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"ISR","STUDPERTEACHER","TRY","RT","A","2017",,"M"
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"ISR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",,"M"
"ISR","STUDPERTEACHER","SRY","RT","A","2013",,"M"
"ISR","STUDPERTEACHER","SRY","RT","A","2014",11.185,
"ISR","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"ISR","STUDPERTEACHER","SRY","RT","A","2016",,"M"
"ISR","STUDPERTEACHER","SRY","RT","A","2017",10.277,
"LVA","STUDPERTEACHER","PRY","RT","A","2013",11.162,
"LVA","STUDPERTEACHER","PRY","RT","A","2014",11.169,
"LVA","STUDPERTEACHER","PRY","RT","A","2015",11.603,
"LVA","STUDPERTEACHER","PRY","RT","A","2016",11.415,
"LVA","STUDPERTEACHER","PRY","RT","A","2017",12.075,
"LVA","STUDPERTEACHER","TRY","RT","A","2013",19.522,
"LVA","STUDPERTEACHER","TRY","RT","A","2014",18.902,
"LVA","STUDPERTEACHER","TRY","RT","A","2015",18.722,
"LVA","STUDPERTEACHER","TRY","RT","A","2016",18.365,
"LVA","STUDPERTEACHER","TRY","RT","A","2017",16.56,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",13.748,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.885,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.245,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",9.729,
"LVA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",9.825,
"LVA","STUDPERTEACHER","SRY","RT","A","2013",8.979,
"LVA","STUDPERTEACHER","SRY","RT","A","2014",8.779,
"LVA","STUDPERTEACHER","SRY","RT","A","2015",8.667,
"LVA","STUDPERTEACHER","SRY","RT","A","2016",8.733,
"LVA","STUDPERTEACHER","SRY","RT","A","2017",9.326,
"LTU","STUDPERTEACHER","PRY","RT","A","2013",10.189,
